aircraft_age,engine_health,altitude,runway_length,airspeed,fuel_level,flight_duration,turbulence,visibility,temperature,dew_point,humidity,precipitation,wind_speed,wind_gust,crosswind,air_pressure,night_flight,ground_speed,vertical_speed,wind_shear,stall_margin,g_load,heading_change,ice_accumulation,maintenance_score,pilot_hours,vibration_level,risk_code,risk_label
31.18428589368257,73.55928001920458,26430.46458902142,3273.2145847273364,320.68473072893227,32.68487677428404,11.93293656368959,0.5739113076068403,14.3469578591941,11.605701883375488,5.355314481627246,87.06296828540154,5.396659770767853,40.406562115382094,39.59068990505212,24.21804154742763,1037.8400796371388,0.0,685.3548827752255,-1587.2953471519788,51.74139109613415,57.618150643792156,0.9757673413203183,8.449422191681455,0.9924547719101199,81.28198320050245,19379.106216076343,3.94815098902132,0,Low Risk
18.11625915033004,93.86384417822349,14626.301852183104,2523.4235289188236,575.2285224033598,16.47946631324205,8.845650237030831,8.516792387331694,8.592234317825858,-10.349506371609891,-30.960861111021835,88.64666326999023,13.464037790427486,47.98290320652315,97.68650705774581,29.286159216326254,1037.5087136136835,0.0,797.6679377874074,-2414.3852038386012,57.602514770641534,96.1960540482026,1.3806704635181453,2.1250489006121454,0.6822859305632275,84.51103855076899,18231.597577179065,0.6493719138732432,0,Low Risk
34.485318876543914,56.683508143069055,9084.888210092626,1400.37627585875,457.1959297225779,15.20042406699196,5.804410567312636,5.284033038300507,8.316364367480439,23.44942875391672,5.594395160953056,56.15826978261291,42.46019599661273,19.513197793121478,17.902401550646395,36.200176835165635,1017.1796557419302,1.0,579.8765368224288,1647.4951071790829,15.844274669489947,95.8717820234701,0.991967268725331,4.150551256266377,0.191348185551258,87.99218622239488,11865.464003556672,4.893596737322934,1,Medium Risk
28.197353133315193,41.55865359679365,3344.6543751006975,1359.483308663393,943.5865139086617,5.8876317262750515,11.162469788914665,5.238936878358532,0.5262727636359699,-7.672288793965542,5.179050195888237,18.316106001108615,30.92021902934975,10.462374677932713,86.90813172313256,1.3965351850247298,1045.166925702205,0.0,666.0127264736598,1514.3616391064525,15.336851116796277,98.62985299276805,1.3466417504939399,20.464776633358607,0.8736616318278394,43.28903833076493,19432.21981020461,6.7303037028895325,2,High Risk
4.672916567618332,86.5393002210353,4070.0500528351126,1763.9433402097607,706.145304342132,97.94385334521711,14.643423451613055,2.52350898014575,5.441561134236062,-18.327036755358918,-7.165555144871277,35.209623452750634,26.450888962768843,21.873280137805953,62.58976615274945,11.772531635877419,987.0765160086634,1.0,1002.7240207719489,2517.6789538358307,45.86703119090093,29.760790630760383,1.2721655476932296,38.231752287279406,0.8451442927421738,65.15910531463271,9830.638670976508,3.2861260928705365,1,Medium Risk
39.049271713833484,82.14265959831832,38377.21275054066,1769.6402258541261,347.9419453428016,67.23268570754831,3.285752095278127,0.7727961967623653,12.549177346771543,-1.2002374931404702,27.121537079205126,62.53918077548614,4.994957826556218,66.61208759635136,81.28283269929459,31.989843605010545,1012.7761901246972,1.0,1004.0408839668746,1027.1685829479247,38.32862343802219,112.06379051283136,1.235169851977507,2.5939494926869777,0.8826463577573085,82.0411076130232,7390.048977785874,1.4136834403865561,0,Low Risk
30.684448377623767,72.72949874045162,31538.264786991793,1237.3585474596289,993.8712373511717,35.51752632455175,1.218234373124116,3.360647562313106,4.852433946995266,36.79117647569497,-20.98271035501933,14.949858305657646,7.981080960823145,41.013970348486446,43.90990624597995,31.991193210858913,993.9760997570551,1.0,344.50949100906166,-2542.7409088119343,17.526217011546727,113.00914252272193,0.918096974031904,24.624175178128578,0.0380880806571946,57.18398934729859,16646.05874220335,2.7069699457296856,1,Medium Risk
31.6565079058012,88.92056378375275,9798.369998840291,3470.914119076762,755.3403720821601,60.01246672640464,5.970375463094107,8.184937892143505,13.581246977012002,3.301335422167398,0.30794195063722185,41.87402713772583,5.543728911759205,24.012025732360406,13.405706414484575,23.11399800127432,1024.3384131823436,0.0,954.4093887417756,2935.8107690901816,21.471191569337133,35.16273317095892,0.8839990602711857,0.2943535480967796,0.5278198173737778,57.61605833263218,3893.3869050801864,2.8164725427717903,0,Low Risk
5.996431674346289,90.40506235888796,21165.889473498515,1704.4052091777605,307.74034999755486,63.81202524348265,7.994663192208463,5.470366493280206,7.724556121370697,47.077994535741595,-30.93152560300101,26.0813260649551,9.658046416559962,67.8517418114814,51.94936480358267,2.494223818125758,966.5328375279904,0.0,242.56887074021552,2924.5177748599644,17.812734414648897,48.883562847101494,1.0213511796678816,22.40325205727845,0.9297524891565149,48.979755530333115,19088.940474284173,2.6779189410326962,1,Medium Risk
18.565051577927118,75.27419848109042,28569.308974002688,3367.188808300988,839.6413542640468,22.378251163045103,4.0556660745011754,2.636165988639295,12.575460579453571,-27.024994099852407,-12.938185455855283,61.860718302615645,11.762813468485284,72.4682160685669,74.99782640400868,23.466466059728294,1037.4325273725185,0.0,880.146578416577,-1548.5634497473354,30.188760964409592,98.66689809995283,0.8685997996730436,9.102482645952357,0.5950705413594444,40.19573843888685,15506.093628049828,4.523396862487466,0,Low Risk
